speakerGender,object,workerid,utterance,slide_number_in_experiment,Word,content,speakerName,response,exp,rt,Answer.time_in_minutes
F,,55,Did Nicole bet that Lucas bought new shoes?,35,bet,Lucas bought new shoes,Sandra,0.04,stim,3733,7.029316666666666
,Barbara,56,bot_check,1,,,,barbara,,0,4.12685
M,,56,Did Bobby elaborate that Mia drank 2 cocktails last night?,3,elaborate,Mia drank 2 cocktails last night,Robert,0.96,stim,3390,4.12685
M,,56,Did Regina expose that Cole celebrated his friend's birthday?,4,expose,Cole celebrated his friend's birthday,Matthew,0.78,stim,2378,4.12685
F,,56,Is Kathleen distressed that Josh learned to ride a bike yesterday?,5,distress,Josh learned to ride a bike yesterday,Jessica,0.9,stim,2068,4.12685
F,,56,Did Eli argue that Valerie booked the venue?,6,argue,Valerie booked the venue,Ashley,0.92,stim,2997,4.12685
M,,56,Is Manuel pained that Emilia looked after the kids?,7,pain,Emilia looked after the kids,Mark,0.89,stim,1995,4.12685
F,,56,Did Amy retract that Charley spilled the wine?,8,retract,Charley spilled the wine,Nancy,0.95,stim,2206,4.12685
F,,56,Is Tim alarmed that Audrey went to a party?,9,alarm,Audrey went to a party,Donna,0.82,stim,1955,4.12685
F,,56,Did Stephanie require that Jackson ran 10 miles?,10,require,Jackson ran 10 miles,Jennifer,0.91,stim,1758,4.12685
M,,56,Did Laura envision that Owen shoveled snow last winter?,11,envision,Owen shoveled snow last winter,David,0.77,stim,2752,4.12685
F,,56,Did Francisco tweet that Hannah called her parents?,12,tweet,Hannah called her parents,Susan,0.22,stim,2429,4.12685
M,,56,Is Jerry surprised that Courtney woke up early yesterday?,13,surprise,Courtney woke up early yesterday,Logan,0.16,stim,10903,4.12685
F,,56,Was Hendrick's car expensive?,14,,Hendrick's car was expensive,Betty,0.59,control,2044,4.12685
M,,56,Did Todd play football in high school?,15,,Todd played football in high school,Steven,0.21,control,1720,4.12685
M,,56,Did Andrew resent that Natasha got a promotion?,16,resent,Natasha got a promotion,Christopher,0.92,stim,3279,4.12685
F,,56,Did Anna testify that Julian cleaned his room?,17,testify,Julian cleaned his room,Kimberly,0.18,stim,13183,4.12685
M,,56,Is Dennis insulted that Olivia left her job?,18,insult,Olivia left her job,Thomas,0.89,stim,2287,4.12685
F,,56,Did Ben simulate that Emma studied on Saturday morning?,19,simulate,Emma studied on Saturday morning,Sarah,0.19,stim,1857,4.12685
F,,56,Is Justin promised that Grace visited her sister?,20,promise,Grace visited her sister,Lisa,0.47,stim,1960,4.12685
M,,56,Did Ray fantasize that Mary planted a tree?,21,fantasize,Mary planted a tree,Richard,0.93,stim,3855,4.12685
F,,56,Did Alan gossip that Isabella ate a steak on Sunday?,22,gossip,Isabella ate a steak on Sunday,Karen,0.3,stim,1986,4.12685
M,,56,Did Kevin write that Josie went on vacation to France?,23,write,Josie went on vacation to France,William,0.91,stim,17940,4.12685
F,,56,Is Vanessa good at math?,24,,Vanessa is good at math,Sandra,0.72,control,8433,4.12685
M,,56,Is Mary's aunt sick?,25,,Mary's aunt is sick,Kenneth,0.94,control,37007,4.12685
F,,56,Is Amanda irritated that Jayden rented a car?,26,irritate,Jayden rented a car,Margaret,0.26,stim,6232,4.12685
F,,56,Is Heather troubled that Jon went out for dinner?,27,trouble,Jon went out for dinner,Michelle,0.94,stim,37458,4.12685
F,,56,Did Brenda squeal that Allen went to the museum?,28,squeal,Allen went to the museum,Dorothy,0.37,stim,9153,4.12685
M,,56,Did Noah enjoy that Sophia got a tattoo?,29,enjoy,Sophia got a tattoo,George,0.5,stim,1890,4.12685
F,,56,Is Shirley offended that Connor fell from a tree?,30,offend,Connor fell from a tree,Elizabeth,0.4,stim,2051,4.12685
F,,56,Is Zack coming to the meeting tomorrow?,31,,Zack is coming to the meeting tomorrow,Linda,0.9,control,6117,4.12685
M,,56,Did Madison have a baby?,32,,Madison had a baby,James,0.25,control,1362,4.12685
F,,56,Is Rebecca excited that Tony had a drink last night?,33,excite,Tony had a drink last night,Helen,0.49,stim,1398,4.12685
M,,56,Did Brian dictate that Emily bought a car yesterday?,34,dictate,Emily bought a car yesterday,Paul,0.79,stim,1526,4.12685
F,,56,Is Colby fascinated that Zoe calculated the tip?,35,facinate,Zoe calculated the tip,Carol,0.36,stim,1634,4.12685
,Linda,57,bot_check,1,,,,Linda,,0,6.637966666666666
F,,57,Is Kaitlin offended that Lucas bought new shoes?,3,offend,Lucas bought new shoes,Betty,1,stim,10342,6.637966666666666
F,,57,Did Madison have a baby?,4,,Madison had a baby,Jennifer,0,control,8120,6.637966666666666
F,,57,Is Amy alarmed that Louis went swimming?,5,alarm,Louis went swimming,Carol,1,stim,9118,6.637966666666666
F,,57,Did Bobby argue that Mia drank 2 cocktails last night?,6,argue,Mia drank 2 cocktails last night,Sandra,0.19,stim,27597,6.637966666666666
M,,57,Is Zack coming to the meeting tomorrow?,7,,Zack is coming to the meeting tomorrow,Richard,0,control,4919,6.637966666666666
M,,57,Did Nicole require that Charley spilled the wine?,8,require,Charley spilled the wine,William,0.4,stim,13344,6.637966666666666
F,,57,Did Scott ignore that Emilia looked after the kids?,9,ignore,Emilia looked after the kids,Donna,1,stim,17930,6.637966666666666
F,,57,Did Heather think that Owen shoveled snow last winter?,10,think,Owen shoveled snow last winter,Linda,0.02,stim,9110,6.637966666666666
M,,57,Did Todd play football in high school?,11,,Todd played football in high school,Steven,0,control,4749,6.637966666666666
M,,57,Is Brian disgusted that Zoe calculated the tip?,12,disgust,Zoe calculated the tip,Matthew,0.99,stim,8173,6.637966666666666
F,,57,Did Laura testify that Jackson ran 10 miles?,13,testify,Jackson ran 10 miles,Karen,0.45,stim,11263,6.637966666666666
F,,57,Is Tim amused that Hannah called her parents?,14,amuse,Hannah called her parents,Margaret,1,stim,6597,6.637966666666666
M,,57,Did Andrew tweet that Molly attended a conference last week?,15,tweet,Molly attended a conference last week,Robert,0.07,stim,7900,6.637966666666666
F,,57,Is Stephanie irritated that Danny ate the last cupcake?,16,irritate,Danny ate the last cupcake,Kimberly,0.98,stim,9653,6.637966666666666
M,,57,Did Amanda fantasize that Tony had a drink last night?,17,fantasize,Tony had a drink last night,Christopher,0.03,stim,8034,6.637966666666666
F,,57,Is Regina surprised that Julian cleaned his room?,18,surprise,Julian cleaned his room,Ashley,1,stim,5639,6.637966666666666
M,,57,Did Catherine celebrate that Jason made a cake?,19,celebrate,Jason made a cake,Thomas,0.82,stim,30996,6.637966666666666
M,,57,Is Mary's aunt sick?,20,,Mary's aunt is sick,Paul,0,control,3723,6.637966666666666
F,,57,Did Anna feel that Frank got a cat?,21,feel,Frank got a cat,Jessica,0.16,stim,4150,6.637966666666666
M,,57,Did Alan write that Isabella ate a steak on Sunday?,22,write,Isabella ate a steak on Sunday,Kenneth,0.16,stim,8322,6.637966666666666
F,,57,Did Melissa whine that Cole celebrated his friend's birthday?,23,whine,Cole celebrated his friend's birthday,Elizabeth,1,stim,13405,6.637966666666666
F,,57,Did Rebecca verify that Dylan argued with his parents?,24,verify,Dylan argued with his parents,Sarah,0.06,stim,8277,6.637966666666666
F,,57,Did Noah bet that Emma studied on Saturday morning?,25,bet,Emma studied on Saturday morning,Michelle,0.06,stim,6370,6.637966666666666
M,,57,Is Kevin embarrassed that Grace visited her sister?,26,embarrass,Grace visited her sister,Mark,1,stim,5809,6.637966666666666
M,,57,Is Manuel thrilled that Emily bought a car yesterday?,27,thrill,Emily bought a car yesterday,James,1,stim,5005,6.637966666666666
F,,57,Did Shirley cringe that Connor fell from a tree?,28,cringe,Connor fell from a tree,Lisa,0.85,stim,7432,6.637966666666666
F,,57,Did Ruth shout that Josh learned to ride a bike yesterday?,29,shout,Josh learned to ride a bike yesterday,Susan,0.46,stim,8409,6.637966666666666
M,,57,Did Jerry elaborate that Sophia got a tattoo?,30,elaborate,Sophia got a tattoo,George,1,stim,6939,6.637966666666666
F,,57,Did Ray resent that Mary planted a tree?,31,resent,Mary planted a tree,Nancy,1,stim,6414,6.637966666666666
F,,57,Is Vanessa good at math?,32,,Vanessa is good at math,Dorothy,0,control,5166,6.637966666666666
M,,57,Did Justin murmur that Natasha got a promotion?,33,murmur,Natasha got a promotion,Logan,0.33,stim,6682,6.637966666666666
M,,57,Did Cynthia suppose that Fred missed the train?,34,suppose,Fred missed the train,David,0.06,stim,6805,6.637966666666666
F,,57,Was Hendrick's car expensive?,35,,Hendrick's car was expensive,Helen,0,control,3667,6.637966666666666
,Sarah,58,bot_check,1,,,,Sarah,,0,9.697116666666666
M,,58,Did Patrick suppose that Danielle painted her room?,3,suppose,Danielle painted her room,William,0.72,stim,31537,9.697116666666666
F,,58,Is Mary's aunt sick?,4,,Mary's aunt is sick,Elizabeth,0.86,control,13388,9.697116666666666
M,,58,Is Andrew insulted that Zoe calculated the tip?,5,insult,Zoe calculated the tip,Richard,0.62,stim,4319,9.697116666666666
M,,58,Did Jerry express that Emily bought a car yesterday?,6,express,Emily bought a car yesterday,Matthew,0.69,stim,2960,9.697116666666666
F,,58,Did Ray scream that Grace visited her sister?,7,scream,Grace visited her sister,Margaret,0.66,stim,9735,9.697116666666666
M,,58,Did Nicole squeal that Charley spilled the wine?,8,squeal,Charley spilled the wine,Mark,0.58,stim,5659,9.697116666666666
M,,58,Did Colby expose that Hannah called her parents?,9,expose,Hannah called her parents,James,0.5,stim,8497,9.697116666666666
F,,58,Is Brian excited that Mia drank 2 cocktails last night?,10,excite,Mia drank 2 cocktails last night,Ashley,0.62,stim,5873,9.697116666666666
M,,58,Did Scott retract that Mary planted a tree?,11,retract,Mary planted a tree,George,0.04,stim,28502,9.697116666666666
F,,58,Did Amy whine that Jackson ran 10 miles?,12,whine,Jackson ran 10 miles,Betty,0.28,stim,9994,9.697116666666666
M,,58,Is Dennis troubled that Emilia looked after the kids?,13,trouble,Emilia looked after the kids,Steven,0.51,stim,4821,9.697116666666666
M,,58,Did Ruth love that Allen went to the museum?,14,love,Allen went to the museum,Robert,0.34,stim,3342,9.697116666666666
M,,58,Did Justin think that Josie went on vacation to France?,15,think,Josie went on vacation to France,Paul,0.62,stim,3580,9.697116666666666
F,,58,Was Hendrick's car expensive?,16,,Hendrick's car was expensive,Lisa,0.58,control,4109,9.697116666666666
F,,58,Did Todd play football in high school?,17,,Todd played football in high school,Carol,0.53,control,3722,9.697116666666666
M,,58,Did Rebecca cringe that Dylan argued with his parents?,18,cringe,Dylan argued with his parents,David,0.58,stim,3666,9.697116666666666
F,,58,Is Zack coming to the meeting tomorrow?,19,,Zack is coming to the meeting tomorrow,Jennifer,0.58,control,11702,9.697116666666666
F,,58,Is Eli charmed that Emma studied on Saturday morning?,20,charm,Emma studied on Saturday morning,Susan,0.56,stim,14339,9.697116666666666
M,,58,Did Shirley dictate that Josh learned to ride a bike yesterday?,21,dictate,Josh learned to ride a bike yesterday,Logan,0.55,stim,12352,9.697116666666666
M,,58,Did Regina celebrate that Tony had a drink last night?,22,celebrate,Tony had a drink last night,Christopher,0.51,stim,4116,9.697116666666666
F,,58,Is Vanessa good at math?,23,,Vanessa is good at math,Linda,0.39,control,11930,9.697116666666666
M,,58,Is Alan fascinated that Audrey went to a party?,24,facinate,Audrey went to a party,Thomas,0.45,stim,19916,9.697116666666666
F,,58,Did Kaitlin ignore that Frank got a cat?,25,ignore,Frank got a cat,Michelle,0.3,stim,2699,9.697116666666666
F,,58,Did Bobby verify that Olivia left her job?,26,verify,Olivia left her job,Sandra,0.49,stim,2288,9.697116666666666
F,,58,Did Manuel weep that Molly attended a conference last week?,27,weep,Molly attended a conference last week,Dorothy,0.61,stim,2932,9.697116666666666
F,,58,Is Kevin promised that Courtney woke up early yesterday?,28,promise,Courtney woke up early yesterday,Donna,0.39,stim,2648,9.697116666666666
F,,58,Did Anna write that Cole celebrated his friend's birthday?,29,write,Cole celebrated his friend's birthday,Helen,0.58,stim,9770,9.697116666666666
F,,58,Is Kathleen embarrassed that Connor fell from a tree?,30,embarrass,Connor fell from a tree,Nancy,0.43,stim,2975,9.697116666666666
F,,58,Did Madison have a baby?,31,,Madison had a baby,Jessica,0.57,control,26352,9.697116666666666
F,,58,Did Catherine testify that Julian cleaned his room?,32,testify,Julian cleaned his room,Karen,0.39,stim,3097,9.697116666666666
F,,58,Is Brenda aggravated that Lucas bought new shoes?,33,aggravate,Lucas bought new shoes,Sarah,0.6,stim,4597,9.697116666666666
F,,58,Is Sharon amused that Jason made a cake?,34,amuse,Jason made a cake,Kimberly,0.48,stim,2887,9.697116666666666
M,,58,Did Melissa anticipate that Owen shoveled snow last winter?,35,anticipate,Owen shoveled snow last winter,Kenneth,0.31,stim,4730,9.697116666666666
,Margaret,59,bot_check,1,,,,Margaret,,0,12.064633333333333
F,,59,Did Francisco celebrate that Audrey went to a party?,3,celebrate,Audrey went to a party,Ashley,1,stim,32259,12.064633333333333
M,,59,Did Melissa love that Charley spilled the wine?,4,love,Charley spilled the wine,James,0.97,stim,21749,12.064633333333333
M,,59,Did Andrew simulate that Olivia left her job?,5,simulate,Olivia left her job,Paul,0.67,stim,14620,12.064633333333333
F,,59,Did Ben write that Sophia got a tattoo?,6,write,Sophia got a tattoo,Donna,0.47,stim,7481,12.064633333333333
F,,59,Is Mary's aunt sick?,7,,Mary's aunt is sick,Jessica,0.67,control,3439,12.064633333333333
F,,59,Did Alan feel that Mary planted a tree?,8,feel,Mary planted a tree,Susan,0.33,stim,3020,12.064633333333333
M,,59,Was Hendrick's car expensive?,9,,Hendrick's car was expensive,Logan,0.38,control,2299,12.064633333333333
F,,59,Is Vanessa good at math?,10,,Vanessa is good at math,Elizabeth,0.53,control,4151,12.064633333333333
F,,59,Did Todd play football in high school?,11,,Todd played football in high school,Karen,0.65,control,3929,12.064633333333333
M,,59,Is Zack coming to the meeting tomorrow?,12,,Zack is coming to the meeting tomorrow,Christopher,0.36,control,2270,12.064633333333333
F,,59,Did Scott tweet that Grace visited her sister?,13,tweet,Grace visited her sister,Sarah,0.59,stim,4549,12.064633333333333
F,,59,Is Kaitlin offended that Josh learned to ride a bike yesterday?,14,offend,Josh learned to ride a bike yesterday,Kimberly,0.37,stim,2571,12.064633333333333
M,,59,Is Colby surprised that Emily bought a car yesterday?,15,surprise,Emily bought a car yesterday,Kenneth,0.63,stim,2559,12.064633333333333
M,,59,Did Heather expose that Allen went to the museum?,16,expose,Allen went to the museum,Robert,0.59,stim,449371,12.064633333333333
M,,59,Did Sharon ignore that Dylan argued with his parents?,17,ignore,Dylan argued with his parents,William,0.5,stim,13831,12.064633333333333
F,,59,Is Dennis tortured that Mia drank 2 cocktails last night?,18,torture,Mia drank 2 cocktails last night,Dorothy,0.63,stim,3270,12.064633333333333
F,,59,Is Cynthia aggravated that Cole celebrated his friend's birthday?,19,aggravate,Cole celebrated his friend's birthday,Helen,0.37,stim,2448,12.064633333333333
F,,59,Did Brenda joke that Lucas bought new shoes?,20,joke,Lucas bought new shoes,Nancy,0.7,stim,1859,12.064633333333333
F,,59,Is Jerry alarmed that Danielle painted her room?,21,alarm,Danielle painted her room,Jennifer,0.43,stim,2250,12.064633333333333
M,,59,Did Tim squeal that Molly attended a conference last week?,22,squeal,Molly attended a conference last week,Steven,0.65,stim,1839,12.064633333333333
F,,59,Is Amy irritated that Jon went out for dinner?,23,irritate,Jon went out for dinner,Carol,0.72,stim,4619,12.064633333333333
F,,59,Did Stephanie gossip that Danny ate the last cupcake?,24,gossip,Danny ate the last cupcake,Betty,0.32,stim,1690,12.064633333333333
M,,59,Did Noah fantasize that Zoe calculated the tip?,25,fantasize,Zoe calculated the tip,Thomas,0.39,stim,1811,12.064633333333333
M,,59,Did Madison have a baby?,26,,Madison had a baby,Matthew,0.68,control,1828,12.064633333333333
F,,59,Is Eli shocked that Hannah called her parents?,27,shock,Hannah called her parents,Margaret,0.35,stim,1859,12.064633333333333
F,,59,Did Regina compute that Julian cleaned his room?,28,compute,Julian cleaned his room,Lisa,0.7,stim,1948,12.064633333333333
