workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,error
111,experiment,pain,Jason made a cake,stim,,yes,5215,17,F,Ashley,Is Stephanie pained that Jason made a cake?,
111,experiment,ignore,Isabella ate a steak on Sunday,stim,,yes,6048,18,M,Mark,Did Ray ignore that Isabella ate a steak on Sunday?,
111,experiment,express,Fred missed the train,stim,,yes,7256,19,F,Helen,Did Brenda express that Fred missed the train?,
111,experiment,require,Olivia left her job,stim,,yes,6624,20,M,Paul,Did Colby require that Olivia left her job?,
111,experiment,pray,Jackson ran 10 miles,stim,,yes,4321,21,F,Jennifer,Did Kathleen pray that Jackson ran 10 miles?,
111,experiment,verify,Mia drank 2 cocktails last night,stim,,no,5464,22,M,David,Did Brian verify that Mia drank 2 cocktails last night?,
111,experiment,joke,Charley spilled the wine,stim,,yes,6119,23,M,Richard,Did Laura joke that Charley spilled the wine?,
111,experiment,,Hendrick's car was expensive,control,,no,4654,24,M,Logan,Was Hendrick's car expensive?,
111,experiment,insult,Tony had a drink last night,stim,,yes,3943,25,M,William,Is Rebecca insulted that Tony had a drink last night?,
111,experiment,murmur,Louis went swimming,stim,,no,4543,26,F,Betty,Did Catherine murmur that Louis went swimming?,
111,experiment,,Mary's aunt is sick,control,,no,5895,27,F,Linda,Is Mary's aunt sick?,
111,experiment,,Zack is coming to the meeting tomorrow,control,,no,4000,28,F,Michelle,Is Zack coming to the meeting tomorrow?,
111,experiment,,Vanessa is good at math,control,,no,3104,29,M,Kenneth,Is Vanessa good at math?,
111,experiment,elaborate,Dylan argued with his parents,stim,,no,4768,30,F,Susan,Did Sharon elaborate that Dylan argued with his parents?,
111,experiment,expose,Julian cleaned his room,stim,,yes,5071,31,M,James,Did Anna expose that Julian cleaned his room?,
111,experiment,dictate,Cole celebrated his friend's birthday,stim,,yes,6168,32,F,Karen,Did Nicole dictate that Cole celebrated his friend's birthday?,
111,experiment,enjoy,Mary planted a tree,stim,,yes,5750,33,M,Steven,Did Patrick enjoy that Mary planted a tree?,
111,experiment,embarrass,Emma studied on Saturday morning,stim,,yes,4364,34,F,Kimberly,Is Bobby embarrassed that Emma studied on Saturday morning?,
111,experiment,scream,Lucas bought new shoes,stim,,no,4511,35,F,Donna,Did Kaitlin scream that Lucas bought new shoes?,
111,experiment,testify,Allen went to the museum,stim,,yes,6601,36,F,Jessica,Did Ruth testify that Allen went to the museum?,
111,experiment,irritate,Danny ate the last cupcake,stim,,yes,5879,37,M,Thomas,Is Amanda irritated that Danny ate the last cupcake?,
111,experiment,suppose,Frank got a cat,stim,,no,3928,38,F,Sarah,Did Heather suppose that Frank got a cat?,
111,experiment,shock,Emilia looked after the kids,stim,,yes,6752,39,M,Christopher,Is Ben shocked that Emilia looked after the kids?,
111,experiment,think,Zoe calculated the tip,stim,,no,4520,40,F,Margaret,Did Eli think that Zoe calculated the tip?,
111,experiment,weep,Emily bought a car yesterday,stim,,yes,5056,41,F,Sandra,Did Jerry weep that Emily bought a car yesterday?,
68,experiment,,,,,5f09161b582c8219c8f7b458,0,1,,,,
68,experiment,,,,Sarah,Sarah,0,2,,,bot_check,
68,experiment,,Vanessa is good at math,control,,no,2422,9,F,Jennifer,Is Vanessa good at math?,
68,experiment,,Hendrick's car was expensive,control,,no,4484,10,F,Ashley,Was Hendrick's car expensive?,
68,experiment,feel,Zoe calculated the tip,stim,,no,7256,11,M,George,Did Eli feel that Zoe calculated the tip?,
68,experiment,shock,Jason made a cake,stim,,yes,4695,12,M,James,Is Amanda shocked that Jason made a cake?,
68,experiment,bet,Hannah called her parents,stim,,no,2583,13,M,Kenneth,Did Alan bet that Hannah called her parents?,
68,experiment,offend,Mia drank 2 cocktails last night,stim,,yes,6759,14,F,Dorothy,Is Justin offended that Mia drank 2 cocktails last night?,
68,experiment,murmur,Danny ate the last cupcake,stim,,yes,6048,15,M,Mark,Did Heather murmur that Danny ate the last cupcake?,
68,experiment,testify,Dylan argued with his parents,stim,,no,8104,16,M,David,Did Kaitlin testify that Dylan argued with his parents?,
68,experiment,excite,Danielle painted her room,stim,,yes,5312,17,M,William,Is Noah excited that Danielle painted her room?,
68,experiment,squeal,Molly attended a conference last week,stim,,yes,5616,18,M,Christopher,Did Ray squeal that Molly attended a conference last week?,
68,experiment,,Todd played football in high school,control,,no,2758,19,M,Steven,Did Todd play football in high school?,
68,experiment,anticipate,Owen shoveled snow last winter,stim,,no,7729,20,F,Elizabeth,Did Ruth anticipate that Owen shoveled snow last winter?,
68,experiment,pain,Mary planted a tree,stim,,yes,7560,21,M,Thomas,Is Patrick pained that Mary planted a tree?,
68,experiment,dictate,Natasha got a promotion,stim,,yes,9584,22,M,Richard,Did Jerry dictate that Natasha got a promotion?,
68,experiment,promise,Audrey went to a party,stim,,yes,6511,23,F,Carol,Did Bobby promise that Audrey went to a party?,
68,experiment,enjoy,Josie went on vacation to France,stim,,yes,4303,24,F,Nancy,Did Brian enjoy that Josie went on vacation to France?,
68,experiment,,Zack is coming to the meeting tomorrow,control,,no,3473,25,F,Helen,Is Zack coming to the meeting tomorrow?,
68,experiment,disgust,Emma studied on Saturday morning,stim,,no,6023,26,F,Susan,Is Dennis disgusted that Emma studied on Saturday morning?,
68,experiment,weep,Emilia looked after the kids,stim,,yes,959,27,F,Sarah,Did Ben weep that Emilia looked after the kids?,
68,experiment,think,Courtney woke up early yesterday,stim,,yes,4120,28,F,Margaret,Did Manuel think that Courtney woke up early yesterday?,
68,experiment,resent,Grace visited her sister,stim,,yes,4064,29,F,Donna,Did Andrew resent that Grace visited her sister?,
68,experiment,charm,Josh learned to ride a bike yesterday,stim,,yes,2664,30,M,Paul,Is Anna charmed that Josh learned to ride a bike yesterday?,
68,experiment,celebrate,Valerie booked the venue,stim,,no,5982,31,F,Jessica,Did Colby celebrate that Valerie booked the venue?,
68,experiment,gossip,Cole celebrated his friend's birthday,stim,,no,999,32,M,Matthew,Did Catherine gossip that Cole celebrated his friend's birthday?,
68,experiment,,Mary's aunt is sick,control,,yes,1896,33,F,Kimberly,Is Mary's aunt sick?,
68,experiment,surprise,Jackson ran 10 miles,stim,,yes,2239,34,F,Linda,Is Sharon surprised that Jackson ran 10 miles?,
68,experiment,elaborate,Connor fell from a tree,stim,,yes,2792,35,M,Robert,Did Amy elaborate that Connor fell from a tree?,
68,experiment,express,Julian cleaned his room,stim,,yes,1995,36,F,Lisa,Did Melissa express that Julian cleaned his room?,
68,experiment,cringe,Jayden rented a car,stim,,no,793,37,M,Logan,Did Shirley cringe that Jayden rented a car?,
68,experiment,suppose,Charley spilled the wine,stim,,yes,1837,38,F,Sandra,Did Brenda suppose that Charley spilled the wine?,
68,experiment,irritate,Tony had a drink last night,stim,,yes,806,39,F,Karen,Is Kathleen irritated that Tony had a drink last night?,
68,experiment,embarrass,Emily bought a car yesterday,stim,,yes,2352,40,F,Michelle,Is Scott embarrassed that Emily bought a car yesterday?,
68,experiment,,Madison had a baby,control,,yes,5239,41,F,Betty,Did Madison have a baby?,
123,experiment,,,,,5e08d48b7bf5721d51467348,0,1,,,,
123,experiment,,,,Margaret,Margaret,0,2,,,bot_check,
123,experiment,celebrate,Zoe calculated the tip,stim,,no,5783,9,M,David,Did Patrick celebrate that Zoe calculated the tip?,
123,experiment,anticipate,Jon went out for dinner,stim,,no,4052,10,F,Linda,Did Nicole anticipate that Jon went out for dinner?,
123,experiment,pain,Josie went on vacation to France,stim,,yes,5647,11,F,Susan,Is Alan pained that Josie went on vacation to France?,
123,experiment,think,Owen shoveled snow last winter,stim,,no,7191,12,F,Sandra,Did Kathleen think that Owen shoveled snow last winter?,
123,experiment,shout,Olivia left her job,stim,,yes,4464,13,F,Carol,Did Jerry shout that Olivia left her job?,
123,experiment,compute,Mary planted a tree,stim,,no,5926,14,F,Donna,Did Dennis compute that Mary planted a tree?,
123,experiment,elaborate,Grace visited her sister,stim,,yes,7240,15,M,James,Did Colby elaborate that Grace visited her sister?,
123,experiment,simulate,Emily bought a car yesterday,stim,,no,4272,16,F,Kimberly,Did Brian simulate that Emily bought a car yesterday?,
123,experiment,squeal,Lucas bought new shoes,stim,,yes,4903,17,M,Richard,Did Melissa squeal that Lucas bought new shoes?,
123,experiment,surprise,Valerie booked the venue,stim,,yes,5033,18,F,Sarah,Is Manuel surprised that Valerie booked the venue?,
123,experiment,retract,Allen went to the museum,stim,,no,5015,19,M,Paul,Did Laura retract that Allen went to the museum?,
123,experiment,,Vanessa is good at math,control,,no,2686,20,M,William,Is Vanessa good at math?,
123,experiment,aggravate,Audrey went to a party,stim,,yes,3592,21,F,Jessica,Is Ben aggravated that Audrey went to a party?,
123,experiment,dictate,Josh learned to ride a bike yesterday,stim,,yes,6378,22,F,Helen,Did Amy dictate that Josh learned to ride a bike yesterday?,
123,experiment,offend,Dylan argued with his parents,stim,,yes,5079,23,M,Thomas,Is Ruth offended that Dylan argued with his parents?,
123,experiment,,Mary's aunt is sick,control,,no,4447,24,F,Margaret,Is Mary's aunt sick?,
123,experiment,shock,Sophia got a tattoo,stim,,yes,4208,25,F,Elizabeth,Is Ray shocked that Sophia got a tattoo?,
123,experiment,gossip,Connor fell from a tree,stim,,no,3247,26,F,Karen,Did Regina gossip that Connor fell from a tree?,
123,experiment,excite,Danielle painted her room,stim,,yes,3440,27,M,Matthew,Is Francisco excited that Danielle painted her room?,
123,experiment,distress,Emma studied on Saturday morning,stim,,yes,6455,28,F,Ashley,Is Noah distressed that Emma studied on Saturday morning?,
123,experiment,enjoy,Courtney woke up early yesterday,stim,,yes,5104,29,F,Jennifer,Did Scott enjoy that Courtney woke up early yesterday?,
123,experiment,,Madison had a baby,control,,no,2544,30,F,Dorothy,Did Madison have a baby?,
123,experiment,require,Molly attended a conference last week,stim,,no,4463,31,M,Christopher,Did Tim require that Molly attended a conference last week?,
123,experiment,insult,Frank got a cat,stim,,yes,4464,32,M,Mark,Is Sharon insulted that Frank got a cat?,
123,experiment,envision,Hannah called her parents,stim,,no,5311,33,F,Nancy,Did Justin envision that Hannah called her parents?,
123,experiment,feel,Emilia looked after the kids,stim,,no,4408,34,F,Michelle,Did Kevin feel that Emilia looked after the kids?,
123,experiment,fantasize,Jason made a cake,stim,,no,4033,35,F,Lisa,Did Catherine fantasize that Jason made a cake?,
123,experiment,irritate,Charley spilled the wine,stim,,yes,3281,36,M,Robert,Is Heather irritated that Charley spilled the wine?,
123,experiment,torture,Mia drank 2 cocktails last night,stim,,yes,4080,37,M,Kenneth,Is Andrew tortured that Mia drank 2 cocktails last night?,
123,experiment,,Hendrick's car was expensive,control,,no,3655,38,M,Logan,Was Hendrick's car expensive?,
123,experiment,resent,Cole celebrated his friend's birthday,stim,,yes,8707,39,M,George,Did Rebecca resent that Cole celebrated his friend's birthday?,
123,experiment,,Zack is coming to the meeting tomorrow,control,,no,2637,40,M,Steven,Is Zack coming to the meeting tomorrow?,
123,experiment,,Todd played football in high school,control,,no,2544,41,F,Betty,Did Todd play football in high school?,
138,experiment,,,,,5e38a645eb19f20cab1058e4,0,1,,,,
138,experiment,,,,Patricia,Patricia,0,2,,,bot_check,
138,experiment,scream,Mary planted a tree,stim,,no,5009,9,M,David,Did Francisco scream that Mary planted a tree?,
138,experiment,,Vanessa is good at math,control,,no,3683,10,M,Paul,Is Vanessa good at math?,
138,experiment,shout,Mia drank 2 cocktails last night,stim,,yes,8435,11,F,Carol,Did Brian shout that Mia drank 2 cocktails last night?,
138,experiment,distress,Lucas bought new shoes,stim,,yes,6181,12,M,Steven,Is Amanda distressed that Lucas bought new shoes?,
138,experiment,love,Josie went on vacation to France,stim,,yes,5691,13,M,William,Did Justin love that Josie went on vacation to France?,
138,experiment,ignore,Jason made a cake,stim,,yes,6069,14,M,Logan,Did Cynthia ignore that Jason made a cake?,
138,experiment,excite,Olivia left her job,stim,,yes,6679,15,M,Kenneth,Is Alan excited that Olivia left her job?,
138,experiment,,Todd played football in high school,control,,no,3727,16,M,Matthew,Did Todd play football in high school?,
138,experiment,,Mary's aunt is sick,control,,no,6485,17,F,Elizabeth,Is Mary's aunt sick?,
138,experiment,,Hendrick's car was expensive,control,,no,4791,18,M,Robert,Was Hendrick's car expensive?,
138,experiment,murmur,Hannah called her parents,stim,,yes,7367,19,F,Lisa,Did Andrew murmur that Hannah called her parents?,
138,experiment,cringe,Grace visited her sister,stim,,yes,6535,20,F,Helen,Did Noah cringe that Grace visited her sister?,
138,experiment,require,Jayden rented a car,stim,,yes,8603,21,M,George,Did Anna require that Jayden rented a car?,
138,experiment,dictate,Allen went to the museum,stim,,yes,5354,22,M,Thomas,Did Ruth dictate that Allen went to the museum?,
138,experiment,promise,Danny ate the last cupcake,stim,,yes,9477,23,F,Jennifer,Did Heather promise that Danny ate the last cupcake?,
138,experiment,write,Emilia looked after the kids,stim,,no,8450,24,M,Mark,Did Patrick write that Emilia looked after the kids?,
138,experiment,think,Tony had a drink last night,stim,,no,6378,25,F,Michelle,Did Brenda think that Tony had a drink last night?,
138,experiment,amuse,Emma studied on Saturday morning,stim,,yes,6231,26,M,Richard,Is Bobby amused that Emma studied on Saturday morning?,
138,experiment,surprise,Charley spilled the wine,stim,,yes,6296,27,F,Kimberly,Is Laura surprised that Charley spilled the wine?,
138,experiment,retract,Danielle painted her room,stim,,no,Late,28,F,Donna,Did Kevin retract that Danielle painted her room?,
138,experiment,simulate,Louis went swimming,stim,,no,6344,29,F,Margaret,Did Sharon simulate that Louis went swimming?,
138,experiment,fantasize,Zoe calculated the tip,stim,,no,4879,30,F,Nancy,Did Jerry fantasize that Zoe calculated the tip?,
138,experiment,insult,Audrey went to a party,stim,,yes,6568,31,F,Ashley,Is Dennis insulted that Audrey went to a party?,
138,experiment,thrill,Molly attended a conference last week,stim,,yes,5490,32,F,Karen,Is Scott thrilled that Molly attended a conference last week?,
138,experiment,shock,Courtney woke up early yesterday,stim,,yes,4826,33,F,Betty,Is Eli shocked that Courtney woke up early yesterday?,
138,experiment,,Zack is coming to the meeting tomorrow,control,,no,3283,34,F,Linda,Is Zack coming to the meeting tomorrow?,
138,experiment,argue,Cole celebrated his friend's birthday,stim,,yes,6504,35,F,Susan,Did Melissa argue that Cole celebrated his friend's birthday?,
138,experiment,anticipate,Fred missed the train,stim,,no,6104,36,F,Sandra,Did Nicole anticipate that Fred missed the train?,
138,experiment,whine,Jackson ran 10 miles,stim,,no,8378,37,M,Christopher,Did Stephanie whine that Jackson ran 10 miles?,
138,experiment,bet,Josh learned to ride a bike yesterday,stim,,no,7300,38,F,Dorothy,Did Regina bet that Josh learned to ride a bike yesterday?,
138,experiment,,Madison had a baby,control,,no,2525,39,M,James,Did Madison have a baby?,
138,experiment,trouble,Sophia got a tattoo,stim,,yes,5679,40,F,Sarah,Is Ray troubled that Sophia got a tattoo?,
138,experiment,disgust,Owen shoveled snow last winter,stim,,yes,5683,41,F,Jessica,Is Catherine disgusted that Owen shoveled snow last winter?,
155,experiment,,,,,5b589d330bc96b0001fa5d3c,0,1,,,,
155,experiment,,,,Barbara,Barbara,0,2,,,bot_check,
